"TIME","GEO","UNIT","ICD10","AGE","RESID","SEX","Value","Flag and Footnotes"
"2015","Italy","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Total","13,476",""
"2015","Italy","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Males","4,964",""
"2015","Italy","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Females","8,512",""
"2015","Cyprus","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Total","145",""
"2015","Cyprus","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Males","72",""
"2015","Cyprus","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Females","73",""
"2015","Cyprus","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Total","1,327",""
"2015","Cyprus","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Males","763",""
"2015","Cyprus","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Females","564",""
"2015","Cyprus","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Total","48",""
"2015","Cyprus","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Males","22",""
"2015","Cyprus","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Females","26",""
"2015","Cyprus","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Total","450",""
"2015","Cyprus","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Males","219",""
"2015","Cyprus","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Females","231",""
"2015","Cyprus","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Total","150",""
"2015","Cyprus","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Males","50",""
"2015","Cyprus","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Females","100",""
"2015","Cyprus","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Total","234",""
"2015","Cyprus","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Males","106",""
"2015","Cyprus","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Females","128",""
"2015","Cyprus","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Total","2,072",""
"2015","Cyprus","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Males","1,049",""
"2015","Cyprus","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Females","1,023",""
"2015","Cyprus","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Total","548",""
"2015","Cyprus","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Males","312",""
"2015","Cyprus","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Females","236",""
"2015","Cyprus","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Total","193",""
"2015","Cyprus","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Males","100",""
"2015","Cyprus","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Females","93",""
"2015","Cyprus","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Total","21",""
"2015","Cyprus","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Males","8",""
"2015","Cyprus","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Females","13",""
"2015","Cyprus","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Total","28",""
"2015","Cyprus","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Males","10",""
"2015","Cyprus","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Females","18",""
"2015","Cyprus","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Total","217",""
"2015","Cyprus","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Males","114",""
"2015","Cyprus","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Females","103",""
"2015","Cyprus","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Total",":",""
"2015","Cyprus","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Males",":",""
"2015","Cyprus","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Females",":",""
"2015","Cyprus","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Total","17",""
"2015","Cyprus","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Males","8",""
"2015","Cyprus","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Females","9",""
"2015","Cyprus","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Total","14",""
"2015","Cyprus","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Males","6",""
"2015","Cyprus","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Females","8",""
"2015","Cyprus","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Total","177",""
"2015","Cyprus","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Males","78",""
"2015","Cyprus","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Females","99",""
"2015","Latvia","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Total","310",""
"2015","Latvia","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Males","204",""
"2015","Latvia","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Females","106",""
"2015","Latvia","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Total","5,878",""
"2015","Latvia","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Males","3,045",""
"2015","Latvia","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Females","2,833",""
